id,order_id,payment_method,amount
1222,633,bank_transfer,300
1223,633,gift_card,300
1224,633,coupon,200
1225,634,coupon,500
1226,634,coupon,400
1227,635,gift_card,100
1228,636,gift_card,600
1229,637,credit_card,500
1230,637,credit_card,200
1231,637,credit_card,300
1232,638,coupon,700
1233,639,coupon,300
1234,640,gift_card,400
1235,640,gift_card,500
1236,641,coupon,800
1237,641,coupon,100
1238,642,credit_card,200
1239,643,credit_card,400
1240,643,coupon,100
1241,643,bank_transfer,300
1242,644,bank_transfer,100
1243,644,gift_card,600
1244,644,gift_card,300
1245,645,coupon,800
1246,645,credit_card,100
1247,646,coupon,600
1248,646,coupon,100
1249,646,coupon,200
1250,647,bank_transfer,200
1251,647,coupon,700
1252,647,bank_transfer,100
1253,648,credit_card,300
1254,649,gift_card,300
1255,650,bank_transfer,700
1256,651,bank_transfer,100
1257,652,credit_card,500
1258,652,credit_card,400
1259,652,gift_card,100
1260,653,credit_card,700
1261,653,credit_card,200
1262,654,bank_transfer,600
1263,654,bank_transfer,300
1264,654,bank_transfer,100
1265,655,coupon,400
1266,656,gift_card,600
1267,656,credit_card,300
1268,656,coupon,100
1269,657,credit_card,400
1270,657,credit_card,300
1271,658,credit_card,500
1272,658,credit_card,100
1273,658,bank_transfer,400
1274,659,bank_transfer,200
1275,660,bank_transfer,400
1276,660,gift_card,400
1277,661,coupon,200
1278,661,credit_card,400
1279,662,credit_card,200
1280,663,gift_card,400
1281,663,gift_card,200
1282,663,coupon,400
1283,664,bank_transfer,100
1284,664,bank_transfer,700
1285,664,credit_card,200
1286,665,coupon,700
1287,665,credit_card,200
1288,665,gift_card,100
1289,666,bank_transfer,800
1290,666,credit_card,100
1291,667,bank_transfer,100
1292,668,bank_transfer,800
1293,668,gift_card,100
1294,669,credit_card,200
1295,669,gift_card,400
1296,669,credit_card,200
1297,670,credit_card,800
1298,671,coupon,500
1299,671,gift_card,300
1300,672,coupon,200
1301,672,bank_transfer,200
1302,672,gift_card,100
1303,673,gift_card,400
1304,673,gift_card,300
1305,674,bank_transfer,300
1306,674,bank_transfer,200
1307,675,credit_card,700
1308,675,coupon,200
1309,676,bank_transfer,300
1310,677,bank_transfer,100
1311,677,bank_transfer,700
1312,677,gift_card,100
1313,678,coupon,100
1314,679,gift_card,700
1315,679,gift_card,100
1316,679,coupon,200
1317,680,credit_card,100
1318,681,credit_card,100
1319,681,gift_card,400
1320,682,credit_card,600
1321,682,credit_card,300
1322,682,coupon,100
1323,683,gift_card,500
1324,683,gift_card,200
1325,684,credit_card,400
1326,684,gift_card,400
1327,685,bank_transfer,200
1328,685,gift_card,400
1329,685,coupon,400
1330,686,gift_card,500
1331,686,credit_card,200
1332,686,credit_card,100
1333,687,credit_card,800
1334,687,coupon,100
1335,687,coupon,100
1336,688,gift_card,400
1337,688,coupon,200
1338,688,credit_card,400
1339,689,coupon,800
1340,690,gift_card,600
1341,690,bank_transfer,300
1342,690,coupon,100
1343,691,coupon,400
1344,692,credit_card,700
1345,692,credit_card,100
1346,693,credit_card,500
1347,693,gift_card,400
1348,694,credit_card,300
1349,695,credit_card,300
1350,695,credit_card,200
1351,696,coupon,500
1352,697,credit_card,600
1353,698,gift_card,300
1354,699,bank_transfer,300
1355,699,gift_card,300
1356,699,bank_transfer,100
1357,700,bank_transfer,100
1358,701,credit_card,600
1359,701,credit_card,300
1360,702,gift_card,700
1361,702,credit_card,100
1362,703,credit_card,700
1363,703,credit_card,200
1364,703,bank_transfer,100
1365,704,coupon,400
1366,704,credit_card,200
1367,704,coupon,200
1368,705,bank_transfer,500
1369,705,gift_card,400
1370,706,credit_card,400
1371,707,coupon,400
1372,707,bank_transfer,500
1373,707,credit_card,100
1374,708,bank_transfer,700
1375,708,bank_transfer,200
1376,708,gift_card,100
1377,709,credit_card,700
1378,709,coupon,100
1379,709,coupon,200
1380,710,coupon,400
1381,710,gift_card,500
1382,710,gift_card,100
1383,711,coupon,300
1384,711,credit_card,300
1385,712,credit_card,400
1386,712,gift_card,200
1387,713,bank_transfer,400
1388,713,bank_transfer,200
1389,713,bank_transfer,300
1390,714,credit_card,200
1391,714,credit_card,600
1392,714,bank_transfer,100
1393,715,coupon,300
1394,715,credit_card,300
1395,715,coupon,100
1396,716,coupon,500
1397,716,bank_transfer,100
1398,716,coupon,400
1399,717,credit_card,700
1400,718,credit_card,600
1401,718,coupon,300
1402,719,credit_card,600
1403,720,credit_card,100
1404,721,credit_card,100
1405,721,bank_transfer,500
1406,721,gift_card,100
1407,722,gift_card,800
1408,722,bank_transfer,100
1409,722,coupon,100
1410,723,bank_transfer,700
1411,723,gift_card,200
1412,724,coupon,300
1413,724,gift_card,500
1414,725,coupon,800
1415,725,bank_transfer,100
1416,726,coupon,300
1417,727,coupon,700
1418,728,coupon,500
1419,728,coupon,100
1420,729,bank_transfer,300
1421,729,coupon,500
1422,730,coupon,800
1423,730,gift_card,100
1424,731,bank_transfer,100
1425,731,credit_card,500
1426,732,bank_transfer,700
1427,732,bank_transfer,200
1428,732,credit_card,100
1429,733,coupon,700
1430,734,gift_card,600
1431,734,coupon,200
1432,735,credit_card,800
1433,736,coupon,500
1434,737,credit_card,100
1435,737,coupon,200
1436,738,credit_card,200
1437,738,gift_card,500
1438,738,credit_card,300
1439,739,coupon,300
1440,740,credit_card,400
1441,741,bank_transfer,600
1442,741,bank_transfer,200
1443,742,credit_card,800
1444,742,bank_transfer,100
1445,743,bank_transfer,400
1446,743,coupon,400
1447,744,bank_transfer,800
1448,744,gift_card,100
1449,745,bank_transfer,500
1450,746,gift_card,400
1451,747,bank_transfer,100
1452,748,coupon,500
1453,748,gift_card,100
1454,749,bank_transfer,200
1455,750,credit_card,400
1456,750,credit_card,500
1457,751,gift_card,100
1458,751,credit_card,200
1459,751,credit_card,700
1460,752,coupon,800
1461,752,coupon,100
1462,752,bank_transfer,100
1463,753,coupon,500
1464,754,coupon,200
1465,754,coupon,200
1466,754,coupon,100
1467,755,credit_card,700
1468,755,gift_card,200
1469,756,credit_card,800
1470,757,coupon,100
1471,757,gift_card,200
1472,758,credit_card,700
1473,759,bank_transfer,300
1474,759,bank_transfer,200
1475,760,gift_card,600
1476,760,credit_card,300
1477,760,credit_card,100
1478,761,gift_card,800
1479,762,bank_transfer,800
1480,762,bank_transfer,100
1481,762,credit_card,100
1482,763,coupon,300
1483,763,coupon,200
1484,763,credit_card,100
1485,764,coupon,500
1486,764,gift_card,200
1487,765,credit_card,600
1488,766,coupon,800
1489,767,coupon,600
1490,768,coupon,400
1491,768,gift_card,400
1492,769,bank_transfer,500
1493,769,coupon,400
1494,769,gift_card,100
1495,770,credit_card,800
1496,770,gift_card,100
1497,770,coupon,100
1498,771,coupon,600
1499,771,bank_transfer,300
1500,772,gift_card,800
1501,772,credit_card,100
1502,772,coupon,100
1503,773,gift_card,500
1504,774,gift_card,200
1505,774,gift_card,200
1506,774,credit_card,600
1507,775,gift_card,800
1508,776,bank_transfer,800
1509,776,gift_card,100
1510,776,credit_card,100
1511,777,bank_transfer,600
1512,778,coupon,400
1513,779,coupon,600
1514,779,bank_transfer,200
1515,779,gift_card,200
1516,780,coupon,200
1517,780,bank_transfer,100
1518,781,bank_transfer,400
1519,781,bank_transfer,500
1520,782,coupon,100
1521,782,bank_transfer,400
1522,783,credit_card,500
1523,784,coupon,400
1524,784,credit_card,100
1525,785,gift_card,300
1526,785,coupon,600
1527,786,bank_transfer,800
1528,786,credit_card,100
1529,787,coupon,100
1530,787,gift_card,200
1531,788,gift_card,300
1532,789,credit_card,400
1533,789,gift_card,400
1534,790,bank_transfer,500
1535,791,gift_card,100
1536,791,gift_card,700
1537,791,credit_card,200
1538,792,gift_card,700
1539,793,coupon,500
1540,793,bank_transfer,200
1541,794,gift_card,200
1542,795,bank_transfer,800
1543,796,gift_card,200
1544,796,coupon,300
1545,796,gift_card,300
1546,797,coupon,100
1547,797,credit_card,300
1548,797,bank_transfer,300
1549,798,coupon,800
1550,798,bank_transfer,100
1551,798,bank_transfer,100
1552,799,credit_card,800
1553,799,credit_card,100
1554,799,credit_card,100
1555,800,gift_card,100
1556,800,credit_card,200
1557,801,credit_card,100
1558,802,bank_transfer,400
1559,803,bank_transfer,500
1560,804,gift_card,400
1561,804,bank_transfer,100
1562,804,gift_card,200
1563,805,coupon,700
1564,805,gift_card,100
1565,805,bank_transfer,200
1566,806,bank_transfer,100
1567,806,credit_card,700
1568,806,credit_card,100
1569,807,coupon,200
1570,807,gift_card,500
1571,808,gift_card,800
1572,808,bank_transfer,100
1573,809,coupon,100
1574,809,gift_card,800
1575,810,credit_card,100
1576,811,bank_transfer,200
1577,811,credit_card,100
1578,812,gift_card,200
1579,813,credit_card,800
1580,814,bank_transfer,400
1581,814,gift_card,400
1582,814,coupon,200
1583,815,gift_card,500
1584,816,bank_transfer,600
1585,817,gift_card,600
1586,818,bank_transfer,500
1587,818,gift_card,300
1588,819,credit_card,100
1589,819,gift_card,800
1590,820,bank_transfer,600
1591,821,coupon,400
1592,822,bank_transfer,600
1593,822,credit_card,300
1594,823,gift_card,300
1595,823,credit_card,200
1596,824,credit_card,800
1597,824,credit_card,100
1598,824,gift_card,100
1599,825,bank_transfer,600
1600,825,gift_card,200
1601,826,credit_card,200
1602,826,bank_transfer,300
1603,826,bank_transfer,300
1604,827,bank_transfer,100
1605,827,gift_card,500
1606,827,coupon,200
1607,828,credit_card,700
1608,828,coupon,200
1609,828,gift_card,100
1610,829,coupon,100
1611,829,coupon,100
1612,830,bank_transfer,500
1613,830,gift_card,300
1614,831,credit_card,800
1615,831,gift_card,100
1616,831,bank_transfer,100
1617,832,gift_card,700
1618,832,bank_transfer,200
1619,833,gift_card,100
1620,833,coupon,100
1621,834,credit_card,500
1622,834,gift_card,300
1623,835,coupon,300
1624,835,gift_card,200
1625,836,bank_transfer,600
1626,837,gift_card,300
1627,838,gift_card,500
1628,838,gift_card,100
1629,838,gift_card,400
1630,839,bank_transfer,200
1631,840,credit_card,500
1632,840,bank_transfer,300
1633,840,coupon,100
1634,841,credit_card,300
1635,842,gift_card,400
1636,843,coupon,100
1637,843,coupon,300
1638,843,coupon,400
1639,844,credit_card,700
1640,844,coupon,100
1641,845,credit_card,100
1642,846,bank_transfer,800
1643,846,credit_card,100
1644,847,coupon,600
1645,847,credit_card,300
1646,848,credit_card,500
1647,848,bank_transfer,300
1648,849,coupon,600
1649,849,credit_card,100
1650,849,bank_transfer,100
1651,850,coupon,300
1652,850,credit_card,500
1653,850,credit_card,200
1654,851,bank_transfer,200
1655,852,gift_card,800
1656,852,coupon,100
1657,853,bank_transfer,500
1658,854,gift_card,600
1659,854,gift_card,100
1660,854,gift_card,200
1661,855,gift_card,800
1662,856,coupon,200
1663,857,bank_transfer,800
1664,857,credit_card,100
1665,858,coupon,100
1666,858,coupon,300
1667,859,coupon,400
1668,860,credit_card,500
1669,860,coupon,300
1670,861,bank_transfer,100
1671,861,credit_card,400
1672,861,coupon,100
1673,862,gift_card,400
1674,862,bank_transfer,400
1675,863,coupon,300
1676,864,gift_card,300
1677,864,credit_card,500
1678,865,bank_transfer,700
1679,866,bank_transfer,100
1680,866,gift_card,800
1681,867,gift_card,500
1682,867,gift_card,300
1683,867,credit_card,200
1684,868,credit_card,100
1685,868,coupon,300
1686,868,gift_card,100
1687,869,gift_card,500
1688,869,bank_transfer,100
1689,869,coupon,200
1690,870,bank_transfer,600
1691,870,coupon,300
1692,870,bank_transfer,100
1693,871,coupon,300
1694,871,gift_card,400
1695,872,gift_card,700
1696,873,bank_transfer,600
1697,873,gift_card,300
1698,874,gift_card,100
1699,874,bank_transfer,300
1700,875,credit_card,500
1701,875,credit_card,200
1702,876,gift_card,100
1703,876,gift_card,400
1704,876,gift_card,100
1705,877,credit_card,500
1706,877,bank_transfer,300
1707,878,bank_transfer,400
1708,878,bank_transfer,500
1709,879,gift_card,400
1710,879,gift_card,500
1711,879,coupon,100
1712,880,gift_card,500
1713,880,coupon,200
1714,880,credit_card,100
1715,881,credit_card,700
1716,881,gift_card,200
1717,881,coupon,100
1718,882,gift_card,300
1719,882,credit_card,500
1720,883,bank_transfer,300
1721,883,gift_card,600
1722,883,bank_transfer,100
1723,884,bank_transfer,400
1724,884,gift_card,400
1725,884,gift_card,200
1726,885,credit_card,400
1727,886,gift_card,700
1728,887,bank_transfer,100
1729,888,coupon,200
1730,889,gift_card,200
1731,889,gift_card,700
1732,890,bank_transfer,800
1733,890,gift_card,100
1734,891,coupon,800
1735,891,coupon,100
1736,892,coupon,800
1737,892,gift_card,100
1738,893,coupon,600
1739,893,coupon,300
1740,894,coupon,400
1741,894,coupon,500
1742,895,coupon,100
1743,896,coupon,600
1744,896,bank_transfer,200
1745,897,coupon,300
1746,897,gift_card,300
1747,897,gift_card,100
1748,898,credit_card,300
1749,898,coupon,500
1750,899,gift_card,800
1751,900,credit_card,700
1752,901,bank_transfer,300
1753,902,credit_card,200
1754,903,gift_card,800
1755,903,bank_transfer,100
1756,903,bank_transfer,100
1757,904,gift_card,700
1758,905,coupon,500
1759,905,bank_transfer,100
1760,905,bank_transfer,300
1761,906,credit_card,300
1762,907,credit_card,500
1763,908,credit_card,200
1764,908,coupon,100
1765,909,coupon,100
1766,909,bank_transfer,500
1767,909,credit_card,100
1768,910,credit_card,400
1769,911,gift_card,700
1770,911,gift_card,100
1771,912,bank_transfer,700
1772,912,credit_card,200
1773,912,bank_transfer,100
1774,913,gift_card,600
1775,913,credit_card,200
1776,914,gift_card,200
1777,915,bank_transfer,600
1778,915,bank_transfer,300
1779,916,gift_card,500
1780,916,credit_card,200
1781,917,gift_card,200
1782,917,gift_card,600
1783,917,credit_card,100
1784,918,gift_card,400
1785,919,gift_card,100
1786,919,bank_transfer,300
1787,919,gift_card,100
1788,920,coupon,600
1789,920,bank_transfer,300
1790,921,credit_card,600
1791,921,gift_card,200
1792,921,gift_card,200
1793,922,credit_card,300
1794,922,coupon,200
1795,922,credit_card,500
1796,923,coupon,800
1797,924,coupon,300
1798,924,coupon,300
1799,925,gift_card,400
1800,926,bank_transfer,100
1801,926,bank_transfer,500
1802,926,gift_card,400
1803,927,coupon,800
1804,927,bank_transfer,100
1805,928,credit_card,400
1806,929,coupon,400
1807,930,credit_card,500
1808,931,coupon,200
1809,932,credit_card,400
1810,932,coupon,200
1811,932,gift_card,100
1812,933,coupon,100
1813,933,bank_transfer,300
1814,933,gift_card,300
1815,934,gift_card,600
1816,935,gift_card,300
1817,935,gift_card,200
1818,935,credit_card,200
1819,936,gift_card,200
1820,936,coupon,200
1821,936,coupon,300
1822,937,coupon,500
1823,937,credit_card,400
1824,937,credit_card,100
1825,938,coupon,700
1826,938,coupon,100
1827,938,bank_transfer,100
1828,939,bank_transfer,700
1829,939,coupon,200
1830,940,gift_card,400
1831,940,credit_card,400
1832,941,coupon,100
1833,941,credit_card,100
1834,941,coupon,400
1835,942,bank_transfer,700
1836,942,credit_card,100
1837,943,coupon,800
1838,944,bank_transfer,600
1839,944,bank_transfer,300
1840,944,coupon,100
1841,945,coupon,800
1842,946,credit_card,700
1843,947,coupon,500
1844,947,credit_card,200
1845,947,credit_card,100
1846,948,bank_transfer,800
1847,948,gift_card,100
1848,949,credit_card,200
1849,950,bank_transfer,200
1850,950,coupon,200
1851,950,gift_card,200
1852,951,credit_card,200
1853,951,credit_card,100
1854,951,bank_transfer,700
1855,952,credit_card,200
1856,952,credit_card,300
1857,952,credit_card,200
1858,953,gift_card,800
1859,953,credit_card,100
1860,954,gift_card,600
1861,954,gift_card,200
1862,955,coupon,200
1863,956,coupon,600
1864,956,gift_card,200
1865,957,bank_transfer,700
1866,958,gift_card,500
1867,959,credit_card,100
1868,959,bank_transfer,100
1869,960,bank_transfer,100
1870,961,coupon,100
1871,961,credit_card,600
1872,961,coupon,300
1873,962,bank_transfer,800
1874,962,coupon,100
1875,962,bank_transfer,100
1876,963,coupon,500
1877,963,coupon,200
1878,963,gift_card,200
1879,964,coupon,500
1880,964,gift_card,200
1881,965,credit_card,700
1882,965,bank_transfer,200
1883,965,coupon,100
1884,966,bank_transfer,800
1885,966,gift_card,100
1886,967,gift_card,700
1887,968,bank_transfer,600
1888,968,gift_card,100
1889,968,gift_card,200
1890,969,bank_transfer,700
1891,969,coupon,100
1892,970,bank_transfer,500
1893,970,gift_card,300
1894,971,bank_transfer,500
1895,971,bank_transfer,300
1896,971,gift_card,200
1897,972,credit_card,100
1898,972,credit_card,600
1899,972,coupon,200
1900,973,gift_card,500
1901,973,coupon,300
1902,973,credit_card,100
1903,974,coupon,800
1904,975,credit_card,800
1905,976,bank_transfer,800
1906,976,gift_card,100
1907,976,bank_transfer,100
1908,977,bank_transfer,700
1909,977,bank_transfer,100
1910,977,bank_transfer,200
1911,978,bank_transfer,600
1912,979,gift_card,400
1913,979,bank_transfer,500
1914,979,bank_transfer,100
1915,980,gift_card,500
1916,981,credit_card,700
1917,982,gift_card,800
1918,983,bank_transfer,200
1919,983,bank_transfer,200
1920,983,bank_transfer,400
1921,984,credit_card,100
1922,985,bank_transfer,100
1923,985,bank_transfer,500
1924,985,gift_card,200
1925,986,gift_card,500
1926,986,credit_card,100
1927,987,credit_card,300
1928,987,gift_card,500
1929,987,gift_card,100
1930,988,coupon,800
1931,988,coupon,100
1932,989,gift_card,800
1933,989,gift_card,100
1934,989,credit_card,100
1935,990,gift_card,100
1936,991,coupon,300
1937,991,coupon,300
1938,992,coupon,100
1939,992,bank_transfer,200
1940,992,coupon,100
1941,993,bank_transfer,300
1942,993,credit_card,300
1943,994,coupon,500
1944,995,credit_card,800
1945,996,bank_transfer,500
1946,996,gift_card,300
1947,996,credit_card,200
1948,997,gift_card,400
1949,997,bank_transfer,400
1950,997,credit_card,200
1951,998,credit_card,800
1952,998,gift_card,100
1953,998,bank_transfer,100
1954,999,coupon,300
1955,999,bank_transfer,100
1956,999,gift_card,300
1957,1000,coupon,300
1958,1000,credit_card,500
1959,1001,bank_transfer,700
1960,1001,coupon,100
1961,1002,gift_card,300
1962,1002,bank_transfer,600
1963,1003,bank_transfer,700
1964,1003,gift_card,100
1965,1004,bank_transfer,300
1966,1004,credit_card,600
1967,1005,credit_card,800
1968,1005,credit_card,100
1969,1005,coupon,100
1970,1006,coupon,800
1971,1006,coupon,100
1972,1007,credit_card,400
1973,1007,coupon,100
1974,1008,coupon,500
1975,1008,coupon,300
1976,1008,gift_card,200
1977,1009,bank_transfer,500
1978,1010,credit_card,500
1979,1010,coupon,300
1980,1011,credit_card,200
1981,1011,gift_card,700
1982,1011,bank_transfer,100
1983,1012,gift_card,100
1984,1013,gift_card,300
1985,1013,bank_transfer,300
1986,1014,bank_transfer,100
1987,1014,credit_card,600
1988,1015,bank_transfer,100
1989,1015,credit_card,300
1990,1016,bank_transfer,100
1991,1016,bank_transfer,800
1992,1016,gift_card,100
1993,1017,gift_card,600
1994,1017,coupon,300
1995,1018,bank_transfer,800
1996,1019,bank_transfer,100
1997,1019,gift_card,800
1998,1020,coupon,300
1999,1020,gift_card,200
2000,1021,coupon,100
2001,1022,bank_transfer,700
2002,1023,credit_card,100
2003,1023,credit_card,200
2004,1023,gift_card,500
2005,1024,credit_card,500
2006,1024,gift_card,300
2007,1024,gift_card,200
2008,1025,coupon,600
2009,1025,credit_card,300
2010,1026,gift_card,800
2011,1027,credit_card,500
2012,1028,coupon,500
2013,1029,coupon,800
2014,1029,credit_card,100
2015,1029,bank_transfer,100
2016,1030,credit_card,100
2017,1030,bank_transfer,100
2018,1031,gift_card,400
2019,1031,gift_card,500
2020,1031,bank_transfer,100
2021,1032,bank_transfer,700
2022,1032,gift_card,100
2023,1033,coupon,200
2024,1034,bank_transfer,800
2025,1035,gift_card,100
2026,1035,bank_transfer,400
2027,1035,gift_card,100
2028,1036,coupon,300
2029,1036,bank_transfer,600
2030,1037,credit_card,400
2031,1037,gift_card,400
2032,1037,gift_card,200
2033,1038,credit_card,200
2034,1039,gift_card,800
2035,1040,bank_transfer,800
2036,1040,coupon,100
2037,1041,coupon,500
2038,1041,credit_card,400
2039,1041,coupon,100
2040,1042,credit_card,500
2041,1043,coupon,400
2042,1043,bank_transfer,500
2043,1043,gift_card,100
2044,1044,bank_transfer,100
2045,1044,coupon,600
2046,1045,credit_card,200
2047,1046,gift_card,300
2048,1046,coupon,500
2049,1047,bank_transfer,400
2050,1047,coupon,100
2051,1048,bank_transfer,300
2052,1048,gift_card,200
2053,1048,credit_card,200
2054,1049,credit_card,800
2055,1050,bank_transfer,100
2056,1050,coupon,100
2057,1051,gift_card,300
2058,1052,credit_card,800
2059,1052,bank_transfer,100
2060,1053,credit_card,200
2061,1054,credit_card,300
2062,1054,coupon,400
2063,1054,coupon,300
2064,1055,credit_card,700
2065,1056,gift_card,400
2066,1056,coupon,400
2067,1057,coupon,500
2068,1057,bank_transfer,100
2069,1057,bank_transfer,300
2070,1058,coupon,400
2071,1058,gift_card,500
2072,1059,bank_transfer,400
2073,1059,gift_card,200
2074,1059,credit_card,400
2075,1060,bank_transfer,500
2076,1060,gift_card,100
2077,1061,gift_card,600
2078,1061,gift_card,200
2079,1061,coupon,100
2080,1062,gift_card,600
2081,1062,credit_card,100
2082,1063,credit_card,200
2083,1063,gift_card,600
2084,1064,bank_transfer,200
2085,1064,coupon,700
2086,1065,coupon,700
2087,1065,bank_transfer,100
2088,1066,gift_card,200
2089,1066,coupon,600
2090,1066,credit_card,100
2091,1067,gift_card,600
2092,1067,coupon,300
2093,1068,coupon,800
2094,1068,credit_card,100
2095,1068,credit_card,100
2096,1069,coupon,600
2097,1069,gift_card,100
2098,1070,bank_transfer,200
2099,1070,bank_transfer,100
2100,1070,credit_card,300
2101,1071,credit_card,100
2102,1071,coupon,700
2103,1071,bank_transfer,200
2104,1072,gift_card,700
2105,1073,bank_transfer,200
2106,1073,gift_card,600
2107,1074,gift_card,400
2108,1075,credit_card,600
2109,1076,credit_card,600
2110,1076,gift_card,100
2111,1076,credit_card,300
2112,1077,gift_card,200
2113,1077,credit_card,200
2114,1078,credit_card,300
2115,1078,gift_card,600
2116,1079,bank_transfer,200
2117,1079,bank_transfer,500
2118,1079,gift_card,300
2119,1080,credit_card,400
2120,1080,bank_transfer,200
2121,1080,gift_card,100
2122,1081,gift_card,300
2123,1081,coupon,100
2124,1081,gift_card,200
2125,1082,coupon,100
2126,1082,bank_transfer,100
2127,1082,bank_transfer,400
2128,1083,bank_transfer,700
2129,1083,gift_card,100
2130,1083,gift_card,100
2131,1084,gift_card,300
2132,1084,gift_card,100
2133,1084,bank_transfer,600
2134,1085,bank_transfer,100
2135,1086,credit_card,700
2136,1086,bank_transfer,100
2137,1086,coupon,200
2138,1087,coupon,300
2139,1087,credit_card,200
2140,1087,bank_transfer,400
2141,1088,coupon,100
2142,1088,gift_card,700
2143,1089,bank_transfer,100
2144,1090,credit_card,300
2145,1091,coupon,600
2146,1092,credit_card,800
2147,1093,coupon,300
2148,1094,gift_card,300
2149,1094,bank_transfer,400
2150,1095,coupon,300
2151,1095,gift_card,300
2152,1095,coupon,300
2153,1096,coupon,800
2154,1096,coupon,100
2155,1096,coupon,100
2156,1097,coupon,700
2157,1098,coupon,300
2158,1098,gift_card,600
2159,1098,gift_card,100
2160,1099,coupon,100
2161,1100,bank_transfer,400
2162,1100,bank_transfer,200
2163,1101,bank_transfer,800
2164,1102,gift_card,300
2165,1103,bank_transfer,600
2166,1104,gift_card,300
2167,1105,bank_transfer,800
2168,1105,bank_transfer,100
2169,1105,gift_card,100
2170,1106,gift_card,600
2171,1106,credit_card,200
2172,1106,coupon,100
2173,1107,gift_card,400
2174,1107,gift_card,100
2175,1107,bank_transfer,500
2176,1108,coupon,300
2177,1109,credit_card,700
2178,1109,credit_card,100
2179,1110,gift_card,300
2180,1111,gift_card,100
2181,1111,bank_transfer,400
2182,1112,coupon,600
2183,1112,coupon,300
2184,1112,bank_transfer,100
2185,1113,gift_card,700
2186,1113,bank_transfer,100
2187,1113,coupon,100
2188,1114,credit_card,800
2189,1114,bank_transfer,100
2190,1115,bank_transfer,500
2191,1115,coupon,200
2192,1116,credit_card,500
2193,1116,bank_transfer,200
2194,1117,credit_card,800
2195,1117,gift_card,100
2196,1117,gift_card,100
2197,1118,coupon,500
2198,1118,coupon,200
2199,1118,coupon,100
2200,1119,coupon,700
2201,1119,gift_card,200
2202,1119,gift_card,100
2203,1120,coupon,200
2204,1120,bank_transfer,400
2205,1121,bank_transfer,500
2206,1121,credit_card,100
2207,1122,coupon,800
2208,1123,bank_transfer,400
2209,1124,bank_transfer,800
2210,1124,gift_card,100
2211,1124,bank_transfer,100
2212,1125,coupon,500
2213,1125,gift_card,100
2214,1125,bank_transfer,100
2215,1126,gift_card,700
2216,1126,credit_card,100
2217,1127,gift_card,600
2218,1127,coupon,300
2219,1127,gift_card,100
2220,1128,coupon,700
2221,1128,credit_card,200
2222,1128,bank_transfer,100
2223,1129,gift_card,700
2224,1130,gift_card,400
2225,1131,gift_card,700
2226,1132,bank_transfer,300
2227,1133,gift_card,400
2228,1133,credit_card,200
2229,1134,credit_card,600
2230,1135,bank_transfer,700
2231,1136,bank_transfer,200
2232,1136,gift_card,400
2233,1136,credit_card,100
2234,1137,coupon,200
2235,1137,coupon,400
2236,1137,gift_card,400
2237,1138,gift_card,100
2238,1138,credit_card,200
2239,1139,coupon,300
2240,1140,gift_card,300
2241,1140,coupon,500
2242,1141,credit_card,700
2243,1141,gift_card,100
2244,1141,credit_card,100
2245,1142,gift_card,400
2246,1142,gift_card,200
2247,1142,bank_transfer,200
2248,1143,bank_transfer,700
2249,1143,credit_card,100
2250,1144,gift_card,400
2251,1144,credit_card,100
2252,1144,credit_card,400
2253,1145,bank_transfer,500
2254,1145,bank_transfer,300
2255,1145,credit_card,200
2256,1146,coupon,300
2257,1146,coupon,600
2258,1146,credit_card,100
2259,1147,credit_card,700
2260,1147,bank_transfer,200
2261,1148,coupon,400
2262,1148,gift_card,500
2263,1148,coupon,100
2264,1149,gift_card,800
2265,1149,credit_card,100
2266,1149,gift_card,100
2267,1150,bank_transfer,200
2268,1150,credit_card,500
2269,1150,gift_card,100
2270,1151,gift_card,400
2271,1151,coupon,200
2272,1152,coupon,100
2273,1152,coupon,100
2274,1152,bank_transfer,800
2275,1153,credit_card,600
2276,1153,bank_transfer,200
2277,1154,gift_card,400
2278,1154,bank_transfer,500
2279,1155,bank_transfer,200
2280,1155,bank_transfer,400
2281,1156,coupon,300
2282,1156,credit_card,500
2283,1157,credit_card,700
2284,1158,credit_card,400
2285,1158,gift_card,200
2286,1158,credit_card,100
2287,1159,credit_card,400
2288,1160,bank_transfer,100
2289,1161,credit_card,800
2290,1161,credit_card,100
2291,1161,coupon,100
2292,1162,credit_card,600
2293,1162,credit_card,300
2294,1163,coupon,400
2295,1163,gift_card,100
2296,1164,coupon,500
2297,1165,coupon,100
2298,1165,coupon,600
2299,1166,gift_card,500
2300,1166,bank_transfer,100
2301,1166,bank_transfer,100
2302,1167,credit_card,600
2303,1167,coupon,200
2304,1167,credit_card,100
2305,1168,bank_transfer,400
2306,1169,bank_transfer,100
2307,1169,gift_card,400
2308,1170,bank_transfer,800
2309,1171,gift_card,200
2310,1172,bank_transfer,200
2311,1173,coupon,300
2312,1174,gift_card,700
2313,1175,gift_card,400
2314,1175,credit_card,100
2315,1176,credit_card,300
2316,1176,credit_card,200
2317,1176,credit_card,400
2318,1177,credit_card,700
2319,1178,bank_transfer,200
2320,1178,bank_transfer,500
2321,1178,coupon,300
2322,1179,coupon,700
2323,1179,bank_transfer,200
2324,1179,coupon,100
2325,1180,bank_transfer,700
2326,1180,gift_card,200
2327,1181,gift_card,500
2328,1181,coupon,100
2329,1182,bank_transfer,100
2330,1182,coupon,600
2331,1182,coupon,300
2332,1183,gift_card,300
